VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice,Occupation,Address,InjurySeverity,RelationshipToAccused,VictimProfileID,IsRepeatVictim
1139,2622,Adya Raja,31,F,0,Farmer,"03
Raghavan Ganj, Yadgir, Karnataka",Minor,Stranger,,False
1140,330,Upasna Walia,42,F,0,Self-Employed,"40/850, Nayar, Dharwad, Karnataka",None,Stranger,,False
1141,4457,Hritik Bala,60,M,0,Farmer,"96/601
Rama Circle, Belagavi, Karnataka",None,Known,,False
1142,2627,Vedika Samra,63,F,0,Retired,"673
Aurora Street, Chamarajanagar, Karnataka",None,Known,,False
1143,4831,Laksh Chada,67,M,0,Farmer,"45/96, Mahal Nagar, Bengaluru Urban, Karnataka",None,Stranger,,False
1144,4131,Lipika Krishna,72,F,0,Retired,"H.No. 495, Gola Road, Tumakuru, Karnataka",None,Known,,False
1145,1350,Vihaan Badal,38,M,0,Self-Employed,"H.No. 705
Kamdar Chowk, Chikkamagaluru, Karnataka",None,Stranger,,False
1146,3179,Ayush Buch,44,M,0,Daily Wage Labourer,"85/17
Kuruvilla Street, Vijayanagara, Karnataka",None,Stranger,,False
1147,2495,Kai Talwar,86,M,0,Homemaker,"229, Kaul Nagar, Kodagu, Karnataka",Minor,Known,,False
1148,1950,Anjali Gour,34,F,0,Self-Employed,"50/83
Lad Nagar, Vijayanagara, Karnataka",None,Stranger,,False
1149,973,Abhiram Pandit,39,M,0,Domestic Worker,"35/11, Sawhney Circle, Gadag, Karnataka",None,Known,,False
1150,593,Yashodhara Brahmbhatt,47,F,0,Government Employee,"595, Bora Marg, Uttara Kannada, Karnataka",None,Stranger,,False
1151,931,Megha Dhar,51,F,0,Private Employee,"H.No. 95, Reddy Path, Yadgir, Karnataka",None,Known,,False
1152,4924,Vrinda Menon,46,F,0,Auto Driver,"504, Bal Street, Hassan, Karnataka",Moderate,Stranger,,False
1153,4924,Hitesh Munshi,54,M,1,Government Employee,"690
Raj Street, Hassan, Karnataka",Minor,Stranger,,False
1154,4924,Brinda Kapur,21,F,0,Private Employee,"18/09
Vohra Chowk, Mandya, Karnataka",Severe,Stranger,,False
1155,3854,Nathan Luthra,20,M,0,Farmer,"43/53, Kashyap Path, Gadag, Karnataka",Fatal,Stranger,,False
1156,1088,Nisha D’Alia,64,F,0,Farmer,"65, Pandey Zila, Kalaburagi, Karnataka",None,Known,,False
1157,4374,Radhika Sule,7,F,0,Student,"63, Dass, Mysuru, Karnataka",None,Stranger,,False
1158,4374,Samar Devi,13,M,0,Student,"H.No. 55
Bumb Zila, Mysuru, Karnataka",Moderate,Known,,False
1159,871,Ucchal Tiwari,10,F,0,Student,"73/27, Ganesan Nagar, Chamarajanagar, Karnataka",Severe,Known,,False
1160,939,Ubika Lall,15,F,0,Student,"12/060
Bora Street, Kolar, Karnataka",Fatal,Known,,False
1161,2406,Yasti Wagle,46,F,0,Private Employee,"52
Khurana Marg, Ballari, Karnataka",None,Stranger,,False
1162,4688,Daniel Nayar,24,M,0,Self-Employed,"99/10
Pant Zila, Kalaburagi, Karnataka",None,Stranger,,False
1163,1526,Tara Sengupta,62,F,0,Farmer,"H.No. 72
Upadhyay Street, Bidar, Karnataka",None,Stranger,,False
1164,2933,Forum Amble,4,F,0,Student,"76/572
Mammen Circle, Dakshina Kannada, Karnataka",Minor,Known,,False
1165,3401,Kala Mishra,24,F,0,Government Employee,"H.No. 09
Vohra Circle, Chikkamagaluru, Karnataka",None,Stranger,,False
1166,3746,Luke Naidu,22,M,0,Retired,"H.No. 22
Kade Nagar, Chikkamagaluru, Karnataka",Fatal,Stranger,,False
1167,2955,Yochana Mall,61,F,0,Farmer,"H.No. 542
Mani Zila, Ballari, Karnataka",None,Stranger,,False
1168,4156,Widisha Sarna,65,F,0,Retired,"449, Kata Zila, Chikballapur, Karnataka",Minor,Stranger,,False
1169,4158,Ekta Char,14,F,0,Student,"82/09, Zacharia Nagar, Kolar, Karnataka",Moderate,Known,,False
1170,3467,Aarush Suresh,22,M,0,Student,"H.No. 34, Sandhu, Hassan, Karnataka",Moderate,Known,,False
1171,3467,Dev Setty,14,M,0,Student,"H.No. 176
Lall Chowk, Hassan, Karnataka",Moderate,Stranger,,False
1172,3467,Ekapad Mallick,16,M,0,Student,"H.No. 13, Narain Zila, Hassan, Karnataka",Minor,Stranger,,False
1173,3467,Yashica Nayak,26,F,0,Self-Employed,"81
Barad Path, Hassan, Karnataka",Minor,Stranger,,False
1174,2666,Daksha Verma,57,F,0,Daily Wage Labourer,"800
Devan Ganj, Vijayapura, Karnataka",None,Known,,False
1175,1625,Januja Hayre,63,F,0,Retired,"27
Taneja Street, Chikballapur, Karnataka",None,Stranger,,False
1176,1736,Ekaja Issac,62,F,0,Retired,"30/61, Joshi Chowk, Ramanagara, Karnataka",None,Stranger,,False
1177,4056,Anjali Sahota,62,F,0,Homemaker,"69/35
Wali Chowk, Chikballapur, Karnataka",Minor,Known,,False
1178,646,Mason Kata,24,M,0,Retired,"77/695
Srivastava Circle, Hassan, Karnataka",Minor,Stranger,,False
1179,646,Chasmum Kanda,23,F,0,Homemaker,"H.No. 67, Kota Path, Tumakuru, Karnataka",Minor,Stranger,,False
1180,4771,Dalbir Goda,17,M,0,Student,"H.No. 15
Dave Marg, Hassan, Karnataka",None,Stranger,,False
1181,4771,Yash Sabharwal,14,M,0,Student,"H.No. 448, Rege Ganj, Hassan, Karnataka",None,Known,,False
1182,4601,Ojasvi Lal,26,F,0,Self-Employed,"67
Rastogi Marg, Tumakuru, Karnataka",Minor,Stranger,,False
1183,157,Hitesh Zacharia,49,M,0,Student,"H.No. 473
Bath Path, Haveri, Karnataka",None,Known,VP00050,True
1184,157,Udarsh Rout,31,M,0,Farmer,"28/31, Narayan, Bengaluru Urban, Karnataka",None,Stranger,,False
1185,157,Aishani Bail,29,F,0,Retired,"H.No. 558
Bawa Zila, Bengaluru Urban, Karnataka",Minor,Stranger,,False
1186,4671,Pratyush Wason,49,M,0,Farmer,"863, Edwin Road, Kalaburagi, Karnataka",Minor,Stranger,,False
1187,4671,Noah Sachdev,36,M,0,Self-Employed,"30/00, Chaudry Circle, Kalaburagi, Karnataka",Moderate,Stranger,,False
1188,4671,Watika Basak,28,F,0,Farmer,"H.No. 40, Kota Ganj, Kalaburagi, Karnataka",Minor,Stranger,,False
1189,2557,Madhavi Dasgupta,63,F,0,Homemaker,"62/411
Thaman Zila, Shivamogga, Karnataka",None,Stranger,,False
1190,4919,Aishani Aurora,8,F,0,Student,"H.No. 963, Muni, Mysuru, Karnataka",Minor,Known,,False
1191,1666,Unnati Vala,37,F,0,Daily Wage Labourer,"H.No. 47, Chaudhry Ganj, Dakshina Kannada, Karnataka",None,Stranger,,False
1192,140,Warinder Puri,38,M,0,Domestic Worker,"13
Mallick Marg, Kalaburagi, Karnataka",Moderate,Stranger,,False
1193,140,Meghana Walla,12,F,0,Student,"07, Pradhan Marg, Kalaburagi, Karnataka",Severe,Stranger,,False
1194,1858,Varsha Kapur,37,F,0,Unemployed,"37, Sood Path, Uttara Kannada, Karnataka",Minor,Known,,False
1195,327,Nimrat Natarajan,1,F,0,Student,"11/823, Krish Chowk, Chitradurga, Karnataka",Minor,Known,,False
1196,3697,Ekta Rau,9,F,0,Student,"93/07
Sabharwal Road, Haveri, Karnataka",Minor,Stranger,,False
1197,1569,Om Dora,75,M,1,Homemaker,"H.No. 99, Ahluwalia Marg, Tumakuru, Karnataka",None,Known,,False
1198,1522,Jagrati Suresh,35,F,0,Student,"H.No. 35
Subramanian Chowk, Chitradurga, Karnataka",Fatal,Known,,False
1199,239,Charles Sandal,38,M,0,Domestic Worker,"20, Venkatesh Street, Uttara Kannada, Karnataka",None,Stranger,,False
1200,3346,Geetika Hora,24,F,0,Private Employee,"H.No. 067
Vohra Street, Chamarajanagar, Karnataka",None,Known,,False
1201,361,Ekiya Sahota,95,F,0,Farmer,"H.No. 416
Madan Road, Uttara Kannada, Karnataka",Moderate,Known,,False
1202,1906,Quincy Gandhi,37,M,0,Private Employee,"H.No. 83, Prabhu, Gadag, Karnataka",None,Known,,False
1203,1295,Vrishti Shere,57,F,0,Self-Employed,"H.No. 22, Som Circle, Chikballapur, Karnataka",Moderate,Known,,False
1204,1717,Nitara Saha,85,F,0,Homemaker,"710, Guha Road, Raichur, Karnataka",Moderate,Known,,False
1205,659,Champak Yogi,15,M,0,Student,"H.No. 10
Sidhu, Hassan, Karnataka",None,Known,,False
1206,3628,Bhavna Palla,40,F,0,Unemployed,"H.No. 03, Mane Road, Koppal, Karnataka",None,Stranger,,False
1207,3628,Niharika Pillai,30,F,0,Unemployed,"H.No. 88
Brahmbhatt Ganj, Mandya, Karnataka",Minor,Stranger,,False
1208,4967,Dalaja Kalita,2,F,0,Student,"491
Vig Street, Kalaburagi, Karnataka",Minor,Known,,False
1209,4437,Oni Malhotra,34,F,0,Retired,"203
Chand Ganj, Yadgir, Karnataka",Minor,Stranger,,False
1210,2389,Ekbal Gala,51,M,0,Daily Wage Labourer,"H.No. 510
Vaidya Street, Davanagere, Karnataka",Minor,Stranger,,False
1211,2389,Simon Sodhi,24,M,0,Daily Wage Labourer,"H.No. 81
Ramaswamy Ganj, Chikkamagaluru, Karnataka",Moderate,Stranger,,False
1212,2389,Sanya Som,37,F,0,Shopkeeper,"H.No. 85
Brar Circle, Chikkamagaluru, Karnataka",None,Stranger,,False
1213,232,Fiyaz Mall,31,M,0,Retired,"87, Krishna Chowk, Chikkamagaluru, Karnataka",Minor,Stranger,,False
1214,4320,Urishilla Pall,20,F,0,Private Employee,"H.No. 575, Kala Marg, Bengaluru Urban, Karnataka",Minor,Stranger,,False
1215,3122,Sai Prasad,55,F,0,Farmer,"03/758, Ahluwalia Ganj, Bidar, Karnataka",Minor,Stranger,,False
1216,2488,Nitesh Chandra,14,M,0,Student,"H.No. 80
Mahajan, Udupi, Karnataka",Moderate,Known,,False
1217,3833,Laksh Srinivas,52,M,0,Homemaker,"H.No. 440
Balasubramanian, Chikballapur, Karnataka",None,Stranger,,False
1218,2265,Utkarsh Swaminathan,62,M,0,Farmer,"81, Pingle Nagar, Dakshina Kannada, Karnataka",Moderate,Known,,False
1219,2265,Faraj Goel,49,M,0,Unemployed,"H.No. 610, Bhatia Chowk, Dakshina Kannada, Karnataka",Severe,Known,,False
1220,2265,Chasmum Mall,18,F,0,Auto Driver,"90/552, Peri, Dakshina Kannada, Karnataka",Moderate,Stranger,,False
1221,4731,Saksham Saha,53,M,0,Retired,"H.No. 382, Chacko Road, Uttara Kannada, Karnataka",None,Stranger,,False
1222,2490,Tristan Basu,37,M,0,Government Employee,"38/62
Mukhopadhyay Nagar, Bengaluru Urban, Karnataka",Minor,Stranger,,False
1223,2490,Parth Dalal,54,M,0,Daily Wage Labourer,"91
Sheth, Bengaluru Urban, Karnataka",None,Stranger,,False
1224,2292,Devika Chana,61,F,0,Farmer,"12/590, Anne Street, Belagavi, Karnataka",Moderate,Stranger,,False
1225,4712,Ridhi Sharma,51,F,0,Self-Employed,"34/324, Raghavan Nagar, Belagavi, Karnataka",None,Stranger,,False
1226,4712,Hemal Mallick,34,F,0,Private Employee,"56/33, Iyengar Road, Belagavi, Karnataka",None,Stranger,,False
1227,481,Neelima Lad,38,F,0,Homemaker,"H.No. 17
Patla Path, Chikballapur, Karnataka",Moderate,Known,,False
1228,1037,Yutika Sengupta,22,F,0,Government Employee,"H.No. 962, Kade Circle, Bengaluru Urban, Karnataka",None,Stranger,,False
1229,3001,Oscar Mani,16,M,0,Student,"H.No. 88, Chana Road, Haveri, Karnataka",None,Stranger,,False
1230,2791,Jackson Tiwari,31,M,0,Business Owner,"H.No. 37, Balay Road, Ballari, Karnataka",None,Known,VP00005,True
1231,1723,Girik Soman,36,M,0,Retired,"95, Purohit Path, Bagalkot, Karnataka",Fatal,Stranger,,False
1232,3498,Neel Cheema,80,M,0,Homemaker,"H.No. 267
Nayar Path, Tumakuru, Karnataka",None,Known,,False
1233,2229,Girik Parmar,46,M,0,Shopkeeper,"782
Sarna Nagar, Bengaluru Urban, Karnataka",None,Stranger,,False
1234,2863,Teerth Rastogi,18,M,0,Domestic Worker,"459
Subramanian Path, Chikkamagaluru, Karnataka",Severe,Stranger,,False
1235,1229,Janya Gaba,59,T,0,Daily Wage Labourer,"H.No. 03
Chokshi Circle, Kolar, Karnataka",None,Stranger,VP00019,True
1236,1329,Tanay Luthra,50,M,0,Self-Employed,"02/82
Viswanathan Road, Dakshina Kannada, Karnataka",Moderate,Stranger,,False
1237,3724,Ekaraj De,48,M,0,Student,"H.No. 142
Shanker Path, Uttara Kannada, Karnataka",None,Known,,False
1238,841,Fitan Sharma,58,M,0,Retired,"23/244, Goyal Zila, Chikkamagaluru, Karnataka",None,Stranger,,False
1239,2878,Ishani Sarkar,18,F,0,Business Owner,"32/850, Dutta Chowk, Hassan, Karnataka",Severe,Known,,False
1240,3574,Daksha Sinha,35,F,1,Shopkeeper,"37/673
Ram Zila, Bidar, Karnataka",None,Known,,False
1241,3192,Nitara Deol,46,F,0,Self-Employed,"H.No. 46
Ramesh, Gadag, Karnataka",Severe,Known,,False
1242,645,Prisha Suresh,4,F,0,Student,"923, Pathak Path, Shivamogga, Karnataka",Moderate,Known,,False
1243,4920,Zashil Agarwal,48,M,0,Auto Driver,"H.No. 327
Basu Ganj, Bidar, Karnataka",Moderate,Known,,False
1244,4920,Nidhi Saran,22,F,0,Auto Driver,"H.No. 62, Dora Marg, Bidar, Karnataka",Minor,Stranger,,False
1245,4920,Nachiket Ram,17,M,0,Student,"H.No. 462
Rao Street, Bidar, Karnataka",Minor,Known,,False
1246,4531,Vidhi Butala,28,F,0,Self-Employed,"16/025
Tripathi Street, Bengaluru Urban, Karnataka",None,Stranger,,False
1247,870,Utkarsh Apte,74,M,0,Farmer,"66/046
D’Alia Road, Uttara Kannada, Karnataka",Moderate,Stranger,,False
1248,1886,Zayan Pradhan,20,M,0,Daily Wage Labourer,"58/512
Wali Marg, Shivamogga, Karnataka",None,Stranger,,False
1249,4524,Chaaya Doctor,35,F,0,Unemployed,"H.No. 94, Varma Ganj, Bengaluru Rural, Karnataka",Moderate,Stranger,,False
1250,3830,Teerth Bava,31,M,0,Homemaker,"H.No. 01
Sharma Chowk, Dharwad, Karnataka",None,Stranger,,False
1251,761,Aryan Pingle,50,M,0,Daily Wage Labourer,"54
Loke Nagar, Yadgir, Karnataka",Moderate,Stranger,,False
1252,761,Manan Parikh,28,M,0,Domestic Worker,"H.No. 754
Choudhury Nagar, Haveri, Karnataka",Moderate,Stranger,,False
1253,761,Andrew Wali,47,M,0,Retired,"218
Date Zila, Yadgir, Karnataka",Moderate,Stranger,,False
1254,4683,Xiti Sankar,45,F,0,Farmer,"H.No. 79
Viswanathan Ganj, Hassan, Karnataka",Moderate,Known,,False
1255,1732,Anusha Bose,28,F,0,Daily Wage Labourer,"H.No. 02
Chaudhuri, Bagalkot, Karnataka",None,Known,,False
1256,45,Yashvi Brar,48,F,0,Homemaker,"46/602
Buch Road, Uttara Kannada, Karnataka",None,Known,,False
1257,45,Eesha Soman,36,F,0,Retired,"H.No. 394
Varkey Road, Ramanagara, Karnataka",None,Known,VP00048,True
1258,349,Aryan Prasad,53,M,0,Student,"642
Thaker Road, Chikkamagaluru, Karnataka",None,Known,,False
1259,4049,Sudiksha Golla,37,F,0,Farmer,"H.No. 06
Bahl Ganj, Dharwad, Karnataka",Minor,Known,,False
1260,1368,Dhruv Maharaj,61,M,0,Retired,"95
Kant Zila, Vijayapura, Karnataka",None,Known,,False
1261,3733,Adya Nair,61,F,0,Farmer,"H.No. 949, Salvi Chowk, Belagavi, Karnataka",None,Known,,False
1262,865,Saumya Soni,29,F,0,Government Employee,"H.No. 55, Saxena Path, Mandya, Karnataka",None,Known,,False
1263,3490,Vedhika Tara,69,F,0,Farmer,"26/46, Brar Nagar, Chitradurga, Karnataka",None,Known,,False
1264,1985,Orinder Chacko,70,M,0,Farmer,"85/445, Sibal Chowk, Mandya, Karnataka",Moderate,Stranger,,False
1265,4861,Faras Ganesan,77,M,0,Homemaker,"66/04
Swaminathan Circle, Dakshina Kannada, Karnataka",Moderate,Known,,False
1266,3067,Raghav Yogi,28,M,0,Retired,"91, Randhawa Zila, Uttara Kannada, Karnataka",None,Known,,False
1267,558,Hitesh Choudhry,6,M,0,Student,"268
Pandey Marg, Mysuru, Karnataka",Severe,Stranger,,False
1268,558,Ubika Mallick,37,F,0,Daily Wage Labourer,"H.No. 15
Wason Circle, Mysuru, Karnataka",Severe,Stranger,,False
1269,3824,Jeevika Raval,9,F,0,Student,"47
Goel Street, Mandya, Karnataka",Minor,Known,,False
1270,3540,Maanas Aggarwal,79,M,0,Homemaker,"21
Sahota Marg, Bengaluru Rural, Karnataka",Minor,Known,,False
1271,1359,Tripti Gulati,16,F,0,Student,"32/99, Buch Circle, Vijayapura, Karnataka",Minor,Stranger,,False
1272,4481,Alka Nair,24,F,0,Daily Wage Labourer,"971, Bajaj Path, Belagavi, Karnataka",Moderate,Known,,False
1273,1020,Yashodhara Hans,43,F,0,Private Employee,"53, Sodhi Street, Vijayanagara, Karnataka",None,Stranger,,False
1274,272,Neel Deo,42,M,0,Private Employee,"H.No. 039
Sharaf Chowk, Mysuru, Karnataka",None,Stranger,,False
1275,1425,Vamakshi Khurana,29,F,0,Farmer,"81, Narula, Kolar, Karnataka",Severe,Stranger,,False
1276,1425,Krisha Shere,15,F,0,Student,"H.No. 068, Rajan Chowk, Kolar, Karnataka",Severe,Stranger,,False
1277,704,Turvi Lad,85,F,0,Retired,"98/077, Master Nagar, Vijayapura, Karnataka",None,Known,,False
1278,2970,Anusha Patla,30,F,0,Auto Driver,"87/611
Lala Street, Yadgir, Karnataka",None,Stranger,,False
1279,192,Frado Peri,34,M,0,Government Employee,"52/373
Chatterjee Road, Chikkamagaluru, Karnataka",None,Stranger,,False
1280,3783,Bina Shanker,41,F,0,Shopkeeper,"454
Narayanan Chowk, Kodagu, Karnataka",Minor,Known,,False
1281,396,Leela Maharaj,5,F,0,Student,"284, Kant Nagar, Bengaluru Rural, Karnataka",Minor,Known,,False
1282,1021,Radhika Manne,82,F,0,Farmer,"29/477
Dubey Road, Tumakuru, Karnataka",Moderate,Known,,False
1283,1399,Ethan Master,76,M,0,Farmer,"H.No. 30
Mitter Ganj, Bengaluru Urban, Karnataka",Minor,Known,,False
1284,2962,Abha Lad,42,F,0,Auto Driver,"88/679
Padmanabhan Street, Mandya, Karnataka",None,Stranger,,False
1285,713,Zashil Murthy,12,M,0,Student,"72
Subramaniam Circle, Vijayapura, Karnataka",Moderate,Known,,False
1286,665,Wyatt Raghavan,14,M,0,Student,"15/343, Doctor Ganj, Vijayapura, Karnataka",None,Known,,False
1287,2029,Darpan Hegde,2,M,0,Student,"79
Viswanathan Nagar, Bengaluru Urban, Karnataka",Severe,Known,,False
1288,2062,Isha Patla,35,F,0,Unemployed,"15, Bhavsar Circle, Belagavi, Karnataka",Severe,Stranger,,False
1289,3027,Balveer Bhalla,5,M,0,Student,"83/34
Konda Street, Tumakuru, Karnataka",Moderate,Stranger,,False
1290,566,Vedant Goel,32,M,0,Retired,"48/41, Bhatt Ganj, Davanagere, Karnataka",None,Known,,False
1291,4346,Max Bhat,60,M,1,Retired,"399, Shetty Chowk, Belagavi, Karnataka",Fatal,Stranger,,False
1292,4617,Atharv Nagar,43,M,0,Auto Driver,"717, Soni Zila, Shivamogga, Karnataka",None,Known,,False
1293,4278,Chandresh Kale,34,M,0,Domestic Worker,"H.No. 90
Sani, Raichur, Karnataka",Severe,Known,,False
1294,2969,Timothy Hayer,47,M,0,Retired,"H.No. 469
Tailor Road, Kalaburagi, Karnataka",None,Known,,False
1295,1647,Nitesh Tripathi,14,M,0,Student,"44/48
Om Ganj, Yadgir, Karnataka",Severe,Stranger,,False
1296,1647,Zayan More,27,M,0,Farmer,"H.No. 270
Upadhyay Path, Yadgir, Karnataka",Minor,Stranger,,False
1297,237,Yachana Gade,24,F,0,Private Employee,"H.No. 641, Oommen Chowk, Hassan, Karnataka",None,Stranger,,False
1298,4402,Gunbir Chopra,59,M,1,Auto Driver,"484, Wali Path, Yadgir, Karnataka",Moderate,Stranger,,False
1299,4402,Charan Mital,40,M,0,Business Owner,"25/23, Garg Marg, Yadgir, Karnataka",Minor,Stranger,,False
1300,4402,Farhan Nanda,32,M,0,Auto Driver,"96/434
Mitter Chowk, Yadgir, Karnataka",Moderate,Stranger,,False
1301,3221,Elijah Mohan,59,M,0,Self-Employed,"55/746
Ramaswamy, Dharwad, Karnataka",None,Known,,False
1302,3221,Aarnav Raval,25,M,0,Self-Employed,"52, Mahal Chowk, Dharwad, Karnataka",None,Known,,False
1303,3221,Isha Joshi,52,F,0,Private Employee,"H.No. 50
Sane Path, Dharwad, Karnataka",None,Stranger,,False
1304,53,Nicholas Iyengar,49,M,0,Shopkeeper,"87/41, Kibe Zila, Raichur, Karnataka",None,Known,,False
1305,2790,Nicholas Srinivasan,39,M,0,Private Employee,"H.No. 673
Prashad Road, Bengaluru Urban, Karnataka",None,Known,,False
1306,1489,Daksha Bhalla,9,F,0,Student,"H.No. 85
Mane Chowk, Chikballapur, Karnataka",Minor,Stranger,,False
1307,1489,Warinder Desai,17,M,0,Student,"H.No. 62, Mistry Street, Chikballapur, Karnataka",None,Known,,False
1308,3194,Chanchal Sarma,22,F,0,Self-Employed,"H.No. 98, Wali Road, Chikballapur, Karnataka",Minor,Stranger,,False
1309,4801,Alka Dey,69,F,0,Retired,"55/732, Sidhu Path, Shivamogga, Karnataka",None,Known,,False
1310,3599,Veda Pathak,29,F,0,Auto Driver,"449
Dey Nagar, Chikkamagaluru, Karnataka",None,Stranger,,False
1311,49,Tripti Sane,27,F,0,Daily Wage Labourer,"08
Vala Nagar, Bengaluru Urban, Karnataka",Fatal,Stranger,,False
1312,2314,Abhiram Sarkar,44,M,0,Business Owner,"58/74, Nath, Bidar, Karnataka",Severe,Stranger,,False
1313,3203,Baljiwan Chanda,51,M,0,Student,"28/19, Halder Chowk, Uttara Kannada, Karnataka",Fatal,Stranger,,False
1314,1311,Tanveer Malhotra,40,M,0,Daily Wage Labourer,"25
Gopal Zila, Uttara Kannada, Karnataka",Moderate,Stranger,,False
1315,1311,Utkarsh Wable,44,M,0,Auto Driver,"H.No. 694
Ramakrishnan Nagar, Hassan, Karnataka",Moderate,Stranger,,False
1316,1311,Aayush Kar,41,M,0,Daily Wage Labourer,"24
Narain Ganj, Hassan, Karnataka",Minor,Stranger,,False
1317,3378,Harish Pant,45,M,0,Homemaker,"234, Chaudhuri Street, Chamarajanagar, Karnataka",Moderate,Stranger,,False
1318,3378,Anusha Datta,64,F,0,Homemaker,"H.No. 553
Jaggi Ganj, Chamarajanagar, Karnataka",Moderate,Known,,False
1319,3378,Finn Samra,23,M,0,Private Employee,"350
Sarraf Street, Chamarajanagar, Karnataka",Minor,Known,,False
1320,4626,Riya Bal,45,F,0,Business Owner,"36/077
Issac Marg, Yadgir, Karnataka",None,Stranger,,False
1321,1590,Sachi Dash,60,F,0,Self-Employed,"898, Gaba Zila, Kalaburagi, Karnataka",None,Stranger,,False
1322,1661,Darpan Suresh,87,M,0,Retired,"56/331
Parsa Circle, Raichur, Karnataka",None,Stranger,,False
1323,2530,Joshua Trivedi,14,M,0,Student,"00, Salvi Marg, Mandya, Karnataka",Moderate,Known,,False
1324,4623,Daksha Pant,34,F,0,Unemployed,"H.No. 16
Karnik Road, Chamarajanagar, Karnataka",Fatal,Known,,False
1325,3282,Saumya Sinha,29,F,0,Daily Wage Labourer,"H.No. 50, Kothari Street, Bengaluru Rural, Karnataka",None,Stranger,,False
1326,4590,Aayush Dave,63,M,0,Retired,"700, Kadakia, Ramanagara, Karnataka",None,Stranger,,False
1327,1293,Ria Sachdeva,19,F,0,Domestic Worker,"22, Doshi Circle, Bidar, Karnataka",Severe,Stranger,,False
1328,4189,Qabil Choudhary,67,M,0,Homemaker,"H.No. 734, Prakash Marg, Chikkamagaluru, Karnataka",None,Known,,False
1329,4153,Naveen Balakrishnan,49,M,0,Private Employee,"H.No. 07, Dhawan Nagar, Gadag, Karnataka",None,Stranger,,False
1330,4153,Aradhana Zacharia,59,F,0,Private Employee,"82/21
Palla Nagar, Gadag, Karnataka",None,Known,,False
1331,4153,Charita Saini,27,F,0,Self-Employed,"H.No. 776, Sarraf Circle, Gadag, Karnataka",None,Known,,False
1332,3016,Aachal Mukhopadhyay,57,F,0,Domestic Worker,"42
Zacharia Path, Belagavi, Karnataka",None,Known,,False
1333,955,Chasmum Sridhar,26,F,0,Private Employee,"93/238
Dhar Street, Dharwad, Karnataka",Minor,Known,,False
1334,3119,Benjamin Chandran,64,M,0,Homemaker,"H.No. 91
Kara Ganj, Bagalkot, Karnataka",Minor,Stranger,,False
1335,3119,George Mitra,53,M,0,Farmer,"79/889
Deep Road, Uttara Kannada, Karnataka",Minor,Stranger,,False
1336,572,Siddharth Prasad,50,M,0,Business Owner,"06/03, Atwal Street, Chitradurga, Karnataka",None,Stranger,,False
1337,4519,Anay Khanna,38,M,0,Self-Employed,"50, Srivastava, Tumakuru, Karnataka",None,Known,,False
1338,2043,Pooja Guha,6,F,0,Student,"37
Lall, Bengaluru Urban, Karnataka",Minor,Stranger,,False
1339,2043,Dhriti Mammen,16,F,0,Student,"H.No. 24
Sura Path, Bengaluru Urban, Karnataka",Moderate,Known,,False
1340,77,Chanakya Oommen,38,M,0,Student,"H.No. 560
Date Circle, Hassan, Karnataka",None,Stranger,,False
1341,3848,Jhalak Shankar,58,F,0,Homemaker,"H.No. 842, Mohanty Path, Belagavi, Karnataka",Minor,Stranger,,False
1342,930,Urmi Butala,47,F,0,Business Owner,"83, Kapadia Street, Dharwad, Karnataka",None,Known,,False
1343,1397,Ira Pandya,13,F,0,Student,"88/08, Zacharia Path, Chikballapur, Karnataka",Fatal,Stranger,,False
1344,1397,Zilmil Ganesan,64,F,0,Retired,"129
Doshi Ganj, Chikballapur, Karnataka",Moderate,Stranger,,False
1345,1397,Harrison Mallick,57,M,0,Student,"46, Sama Circle, Chikballapur, Karnataka",Minor,Stranger,,False
1346,3470,Vivaan Nagy,59,M,0,Retired,"40/148, Joshi Road, Bagalkot, Karnataka",Minor,Stranger,,False
1347,1205,Ayushman Roy,27,M,0,Retired,"723, Dutta Marg, Chikballapur, Karnataka",None,Stranger,,False
1348,549,Shivani Hari,27,F,0,Auto Driver,"H.No. 13, Dey Road, Dakshina Kannada, Karnataka",Moderate,Stranger,,False
1349,4753,David Doshi,48,M,0,Unemployed,"24, Apte Path, Ramanagara, Karnataka",None,Stranger,,False
1350,1977,Nachiket Viswanathan,39,M,0,Farmer,"97/374, Sha Zila, Vijayapura, Karnataka",None,Stranger,,False
1351,1853,Balendra Om,54,M,0,Retired,"H.No. 641
Sandhu Chowk, Mandya, Karnataka",None,Stranger,,False
1352,2769,Widisha Manne,21,F,0,Student,"11/99, Khurana Path, Belagavi, Karnataka",Moderate,Known,,False
1353,4058,Upma Sama,23,F,0,Shopkeeper,"14/448, Saini Path, Ballari, Karnataka",None,Stranger,,False
1354,1374,Rachana Chacko,50,F,0,Business Owner,"H.No. 739, Kant Chowk, Haveri, Karnataka",Minor,Stranger,,False
1355,1374,Lila Chawla,39,F,0,Shopkeeper,"99/69
Raja Circle, Haveri, Karnataka",None,Stranger,,False
1356,4352,Darika Chaudhari,24,F,0,Homemaker,"H.No. 359, Sama, Chitradurga, Karnataka",Severe,Stranger,,False
1357,348,Libni Wable,65,F,0,Unemployed,"05/779
Barad Circle, Yadgir, Karnataka",None,Stranger,VP00049,True
1358,4291,Upma Bal,37,F,0,Domestic Worker,"20/51, Sachar Road, Mandya, Karnataka",None,Stranger,,False
