AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,Occupation,Address,CriminalProfileID,GangID,IsRepeatOffender
656,2150,Lakshit Tailor,37,M,A3,Unemployed,"59/79, Kuruvilla Marg, Belagavi, Karnataka",,,False
657,146,Darpan Prakash,70,M,A1,Mechanic,"H.No. 29, Dhingra Nagar, Tumakuru, Karnataka",,,False
658,2747,Vihaan Deshmukh,24,M,A1,Daily Wage Labourer,"045
Parekh Marg, Bagalkot, Karnataka",,,False
659,2175,Maanav Manne,33,M,A1,Student,"32/19, Naidu Street, Kalaburagi, Karnataka",,,False
660,691,Matthew Madan,31,M,A1,Auto Driver,"H.No. 895
Arya Street, Vijayapura, Karnataka",,,False
661,2759,Yashodhara Solanki,58,F,A1,Delivery Agent,"45/76, Gaba Path, Chikballapur, Karnataka",CP00139,,True
662,2759,Ikbal Dubey,69,M,A2,Vendor,"898, Comar Circle, Vijayanagara, Karnataka",,,False
663,1474,Victor Bose,25,M,A1,Student,"075, Patil Road, Bengaluru Urban, Karnataka",,,False
664,4471,Timothy Virk,21,M,A1,Delivery Agent,"401
Dave Ganj, Kolar, Karnataka",,,False
665,4471,Ishaan Mohanty,38,M,A2,Private Employee,"216, Brahmbhatt Zila, Kolar, Karnataka",,,False
666,2859,Jagdish Maharaj,53,M,A1,Unskilled Worker,"60, Chokshi Ganj, Belagavi, Karnataka",CP00156,,True
667,2859,Ayushman Singh,54,M,A2,Auto Driver,"H.No. 01, Anne Road, Belagavi, Karnataka",,,False
668,1896,David Jha,23,M,A1,Self-Employed,"501, Mall Street, Udupi, Karnataka",,,False
669,223,Patrick Dyal,50,M,A1,Security Guard,"91/19, Wadhwa Nagar, Hassan, Karnataka",,,False
670,2678,Timothy Sathe,19,M,A1,Vendor,"34/280, Kala Zila, Yadgir, Karnataka",CP00138,,True
671,4682,Qadim Goyal,33,M,A1,Student,"12/566
Varkey Ganj, Mandya, Karnataka",,,False
672,4845,Samar Chowdhury,60,M,A1,Security Guard,"H.No. 718
Tandon Street, Shivamogga, Karnataka",,,False
673,3237,Maanas Baria,19,M,A1,Delivery Agent,"H.No. 71, Mander Marg, Belagavi, Karnataka",,,False
674,304,Nachiket Sawhney,70,M,A1,Student,"64/63, Soni Zila, Koppal, Karnataka",,,False
675,304,Gaurav Arya,41,M,A2,Private Employee,"16/781
Dhar Zila, Koppal, Karnataka",,,False
676,37,Om Chaudry,32,M,A1,Private Employee,"91
Bhattacharyya Street, Dharwad, Karnataka",CP00010,,True
677,37,Hardik Nigam,70,M,A2,Delivery Agent,"61/36, Mallick Chowk, Dharwad, Karnataka",,,False
678,4598,Ryan Parekh,31,M,A1,Construction Worker,"96/784
Sha Street, Mysuru, Karnataka",,,False
679,2621,Darsh Krishna,64,M,A1,Private Employee,"32
Chaudhary Nagar, Ballari, Karnataka",,,False
680,4740,Bahadurjit Tara,34,M,A1,Shopkeeper,"695, Mitter Street, Tumakuru, Karnataka",,,False
681,4740,Balvan Venkatesh,30,M,A2,Mechanic,"34
Swaminathan Chowk, Tumakuru, Karnataka",,,False
682,72,Onveer Zachariah,60,M,A1,Contractor,"H.No. 616, Murty Chowk, Dakshina Kannada, Karnataka",,,False
683,2213,Timothy Sharaf,32,M,A1,Vendor,"H.No. 284, Swamy Street, Bagalkot, Karnataka",,,False
684,4717,Ekalinga Muni,23,M,A1,Shopkeeper,"19
Zacharia Chowk, Bengaluru Urban, Karnataka",,,False
685,4717,Wazir Dugar,47,M,A2,Unemployed,"47, Purohit, Bengaluru Urban, Karnataka",,,False
686,1840,Lucky Nagi,19,M,A1,Contractor,"H.No. 902, Palla Path, Kalaburagi, Karnataka",,,False
687,3785,Harita Rai,50,T,A1,Mechanic,"55, Panchal Marg, Dakshina Kannada, Karnataka",,,False
688,1222,Jason Kota,19,M,A1,Mechanic,"49/114, Nazareth Zila, Bengaluru Urban, Karnataka",,,False
689,1222,Advaith Yohannan,39,M,A2,Vendor,"H.No. 769
Sama Circle, Bengaluru Urban, Karnataka",,,False
690,3057,Aishani Singh,57,F,A1,Student,"H.No. 69, Naidu Marg, Bengaluru Urban, Karnataka",,,False
691,2748,Yash Chaudhry,56,M,A1,Government Employee,"H.No. 78, Ganesan Path, Mysuru, Karnataka",,,False
692,2318,Qabil Sarin,61,M,A1,Construction Worker,"18, Mani Ganj, Mysuru, Karnataka",,,False
693,1670,Arjun Mishra,26,M,A1,Security Guard,"919
Nayar Zila, Bidar, Karnataka",,,False
694,942,Timothy Sathe,19,M,A1,Farmer,"H.No. 987
Kadakia Marg, Yadgir, Karnataka",CP00138,,True
695,942,Balvan Mittal,27,M,A2,Unemployed,"85
Sachdeva Ganj, Chikkamagaluru, Karnataka",,,False
696,942,Jeremiah Varma,44,M,A3,Security Guard,"82/082
Tata, Chikkamagaluru, Karnataka",,,False
697,942,Vivaan Loyal,65,M,A4,Mechanic,"08/35
Divan Chowk, Chikkamagaluru, Karnataka",,,False
698,3365,Simon Kanda,60,M,A1,Student,"466, Bhatt Path, Chikkamagaluru, Karnataka",CP00148,,True
699,3716,Arin Kari,49,M,A1,Self-Employed,"44, Kunda Street, Chikkamagaluru, Karnataka",CP00016,,True
700,2599,Samaksh Khare,42,M,A1,Self-Employed,"303, Shetty Road, Vijayanagara, Karnataka",,,False
701,210,Tejas Sami,18,M,A1,Mechanic,"242, Kuruvilla Nagar, Chitradurga, Karnataka",,,False
702,837,Gaurang Basak,31,M,A1,Auto Driver,"H.No. 015
Misra, Chamarajanagar, Karnataka",,,False
703,370,Samar Patla,47,M,A1,Student,"23, Tella Zila, Raichur, Karnataka",,,False
704,1008,Jeremiah Taneja,43,M,A1,Daily Wage Labourer,"915, Ramakrishnan Path, Kalaburagi, Karnataka",,,False
705,1008,Siddharth Kamdar,46,M,A2,Unskilled Worker,"H.No. 234, Rege Chowk, Kalaburagi, Karnataka",,,False
706,2946,Ayaan Swaminathan,43,M,A1,Daily Wage Labourer,"15/867
Mall Ganj, Tumakuru, Karnataka",,,False
707,507,Pratyush Soman,36,M,A1,Unskilled Worker,"H.No. 09
Bhagat Nagar, Belagavi, Karnataka",,,False
708,225,Jonathan Rajagopalan,45,M,A1,Delivery Agent,"51/837
Anand Marg, Mandya, Karnataka",,,False
709,1701,Joshua Mitra,59,M,A1,Unskilled Worker,"432, Nadig Chowk, Chikballapur, Karnataka",,,False
710,2446,Anay Mahal,52,M,A1,Private Employee,"76, Sami Path, Gadag, Karnataka",,,False
711,409,Indrajit Iyengar,49,M,A1,Shopkeeper,"481, Salvi Path, Vijayanagara, Karnataka",CP00117,,True
712,4975,Kiaan Dutta,43,M,A1,Auto Driver,"00
Sawhney Street, Kolar, Karnataka",CP00115,,True
713,1123,Aarav Rattan,28,M,A1,Vendor,"45/911, Krish Street, Dakshina Kannada, Karnataka",,,False
714,3494,William Thakkar,27,M,A1,Private Employee,"65/77, Lad Street, Vijayapura, Karnataka",CP00081,,True
715,4162,Nihal Manda,46,M,A1,Delivery Agent,"H.No. 652, Purohit Marg, Kodagu, Karnataka",,,False
716,217,URVASHI VARUGHESE,64,F,A1,Self-Employed,"H.No. 089, Chakraborty Ganj, Belagavi, Karnataka",CP00052,GNG0007,True
717,3760,Naksh Sarin,65,M,A1,Self-Employed,"420
Sanghvi Marg, Tumakuru, Karnataka",CP00126,,True
718,4044,Falan Chakraborty,53,M,A1,Mechanic,"910
Saran Circle, Uttara Kannada, Karnataka",,,False
719,1632,Yug Dani,27,M,A1,Daily Wage Labourer,"33/447, De Marg, Chikkamagaluru, Karnataka",,,False
720,2737,Harshil Kale,56,M,A1,Delivery Agent,"36/262
Mannan Nagar, Chikkamagaluru, Karnataka",,,False
721,604,Rachit Edwin,41,M,A1,Delivery Agent,"973
Shanker Path, Bagalkot, Karnataka",CP00042,GNG0008,True
722,3624,Abdul Singh,47,M,A1,Contractor,"H.No. 63, Sampath Marg, Uttara Kannada, Karnataka",,,False
723,3624,Bina Chandran,23,F,A2,Delivery Agent,"H.No. 537, Bath Path, Uttara Kannada, Karnataka",,,False
724,3980,Jonathan Thaman,48,M,A1,Private Employee,"H.No. 65
Barman Street, Mysuru, Karnataka",,,False
725,3980,Kalpit Gara,35,M,A2,Government Employee,"H.No. 72
Nadig Zila, Mysuru, Karnataka",,,False
726,3980,Ekavir Lad,51,M,A3,Construction Worker,"H.No. 02, Mand Chowk, Mysuru, Karnataka",,,False
727,14,Umang Lad,50,M,A1,Auto Driver,"44
Lalla, Mandya, Karnataka",CP00154,GNG0004,True
728,3005,Tejas Gala,56,M,A1,Government Employee,"72/870
Dixit Ganj, Gadag, Karnataka",,,False
729,3005,Ishwar Goswami,54,M,A2,Contractor,"42, Sarin Chowk, Gadag, Karnataka",,,False
730,2481,Yug Baria,49,M,A1,Self-Employed,"H.No. 87
Tailor Chowk, Chikballapur, Karnataka",,,False
731,3111,Ethan Dasgupta,47,M,A1,Farmer,"H.No. 342
Trivedi Street, Shivamogga, Karnataka",,,False
732,3111,Hitesh Agrawal,31,M,A2,Security Guard,"13, Chandra Chowk, Shivamogga, Karnataka",,,False
733,3111,Agastya Mane,39,M,A3,Contractor,"59, Naik Zila, Shivamogga, Karnataka",,,False
734,4842,Urvashi Varughese,64,F,A1,Auto Driver,"H.No. 177, Luthra Chowk, Belagavi, Karnataka",CP00052,GNG0007,True
735,4842,Nitesh Bassi,50,M,A2,Government Employee,"H.No. 92
Bava Ganj, Bengaluru Rural, Karnataka",,,False
736,1711,Neel Bhakta,54,M,A1,Unemployed,"96/16, Gokhale Road, Dharwad, Karnataka",,,False
737,1371,Sudiksha Chakraborty,48,F,A1,Self-Employed,"266, Dube Road, Bengaluru Rural, Karnataka",,,False
738,621,Manthan Swaminathan,52,M,A1,Government Employee,"49/251
Vala Path, Chikballapur, Karnataka",,,False
739,621,Yash Sehgal,70,M,A2,Security Guard,"49
Sampath, Chikballapur, Karnataka",,,False
740,238,Siddharth Pillay,61,M,A1,Government Employee,"61, Varghese Nagar, Bengaluru Urban, Karnataka",,,False
741,1133,Vincent Kapur,68,M,A1,Contractor,"88, Mannan Zila, Hassan, Karnataka",,,False
742,3116,Tejas Buch,28,M,A1,Vendor,"H.No. 22
Kothari Road, Dakshina Kannada, Karnataka",,,False
743,1756,Manbir Batta,38,M,A1,Daily Wage Labourer,"H.No. 818, Sachar Marg, Hassan, Karnataka",,,False
744,4486,Vincent Kulkarni,37,M,A1,Construction Worker,"H.No. 91
Babu Circle, Mandya, Karnataka",,,False
745,195,Vihaan Gola,30,M,A1,Auto Driver,"01, Mishra Marg, Tumakuru, Karnataka",,,False
746,1603,Utkarsh Sengupta,30,M,A1,Government Employee,"H.No. 23
Brar Street, Mysuru, Karnataka",,,False
747,2291,Chatresh Saraf,24,M,A1,Private Employee,"H.No. 610, Sood Street, Ramanagara, Karnataka",,,False
748,2291,Samaksh Sur,20,M,A2,Unskilled Worker,"95/64
Dass Zila, Ramanagara, Karnataka",,,False
749,3362,Luke Sampath,16,M,A1,Auto Driver,"H.No. 310, Bala Ganj, Raichur, Karnataka",CP00077,,True
750,3362,Wridesh Dhillon,20,M,A2,Farmer,"83, Mitra Zila, Uttara Kannada, Karnataka",,,False
751,3362,Ethan Som,60,M,A3,Delivery Agent,"H.No. 122
Sundaram Chowk, Uttara Kannada, Karnataka",,,False
752,1888,Advaith Sengupta,52,M,A1,Government Employee,"496, Nath Nagar, Bengaluru Urban, Karnataka",,,False
753,1888,Charan Sankaran,60,M,A2,Farmer,"99
Mannan Circle, Bengaluru Urban, Karnataka",,,False
754,3277,Udant Dutt,14,M,A1,Student,"67, Sura Circle, Kalaburagi, Karnataka",CP00153,,True
755,421,Bhavani Wable,69,F,A1,Delivery Agent,"95, Bhatt Circle, Belagavi, Karnataka",,,False
756,894,Sathvik Solanki,52,M,A1,Unskilled Worker,"95, Sarin Chowk, Tumakuru, Karnataka",,,False
757,2197,Faris Mani,43,M,A1,Shopkeeper,"57, Tripathi Ganj, Dharwad, Karnataka",,,False
758,4962,Omkaar Sidhu,39,M,A1,Construction Worker,"H.No. 66, Sodhi Path, Kalaburagi, Karnataka",,,False
759,4962,Hemang Mandal,60,M,A2,Auto Driver,"72/232, Swamy, Kalaburagi, Karnataka",,,False
760,4962,Triya Tak,66,F,A3,Unskilled Worker,"380
Parmer Nagar, Kalaburagi, Karnataka",,,False
761,769,Pranav Dutt,24,M,A1,Unskilled Worker,"01/56, Karan Zila, Dharwad, Karnataka",,,False
762,277,Jasmit Sur,27,F,A1,Mechanic,"H.No. 50
Loke Circle, Uttara Kannada, Karnataka",,,False
763,277,Yasti Chawla,43,F,A2,Shopkeeper,"71, Chaudry Zila, Uttara Kannada, Karnataka",,,False
764,3207,Zehaan Cheema,19,M,A1,Auto Driver,"13/524, Toor Chowk, Kolar, Karnataka",,,False
765,3207,Chandran Dube,40,M,A2,Self-Employed,"H.No. 21
Sarna Ganj, Kolar, Karnataka",,,False
766,417,Aarush Korpal,26,M,A1,Farmer,"H.No. 48
Chada Street, Kolar, Karnataka",,,False
767,3769,Timothy Sathe,19,M,A1,Unskilled Worker,"H.No. 65
Doshi Ganj, Yadgir, Karnataka",CP00138,,True
768,3769,Ishaan Devi,44,M,A2,Student,"67
Pathak Circle, Gadag, Karnataka",,,False
769,3476,Timothy Dhingra,39,M,A1,Construction Worker,"81/155, Gala Marg, Belagavi, Karnataka",,,False
770,866,Azaan Ramaswamy,68,M,A1,Government Employee,"29/084, Ratti Marg, Chikkamagaluru, Karnataka",,,False
771,2403,Naksh Padmanabhan,63,M,A1,Self-Employed,"H.No. 89, Raval Street, Bagalkot, Karnataka",,,False
772,770,Qasim Divan,32,M,A1,Vendor,"38/997
Ravel Path, Chikkamagaluru, Karnataka",CP00107,,True
773,4038,Matthew Chad,23,M,A1,Construction Worker,"56/28, Mander Circle, Vijayapura, Karnataka",,,False
774,4038,Chakradhar Vaidya,55,M,A2,Unemployed,"52/00
Kuruvilla Circle, Vijayapura, Karnataka",,,False
775,41,Max Sami,46,M,A1,Construction Worker,"05/485, Batta Zila, Kolar, Karnataka",,,False
776,41,Udarsh Misra,38,M,A2,Delivery Agent,"53, Walla, Kolar, Karnataka",,,False
777,3453,Pushti Mistry,40,F,A1,Auto Driver,"92/683
Narang Zila, Ramanagara, Karnataka",,,False
778,3453,Pranit Sha,57,M,A2,Vendor,"661, Bhatia Zila, Ramanagara, Karnataka",,,False
779,3453,Dhruv Soni,36,M,A3,Daily Wage Labourer,"15, Rau Circle, Ramanagara, Karnataka",,,False
780,3420,Brijesh Mander,21,M,A1,Contractor,"H.No. 97
Sarraf Marg, Kalaburagi, Karnataka",CP00140,,True
781,470,Sathvik Gaba,58,M,A1,Government Employee,"27/72, Wadhwa Circle, Bengaluru Urban, Karnataka",,,False
782,1975,Hitesh Shah,29,M,A1,Self-Employed,"H.No. 285
Rege Zila, Uttara Kannada, Karnataka",,,False
783,598,Darpan Pingle,60,M,A1,Private Employee,"H.No. 821
Mody Path, Bagalkot, Karnataka",,,False
784,598,Max Menon,22,M,A2,Unemployed,"H.No. 229
Bava Marg, Bagalkot, Karnataka",,,False
785,228,Lucky Kale,44,M,A1,Unskilled Worker,"70/185, Basu Zila, Bagalkot, Karnataka",,,False
786,228,Ekaraj Koshy,41,M,A2,Security Guard,"94
Sethi, Bagalkot, Karnataka",CP00029,,True
787,3999,Ranbir Soman,42,M,A1,Contractor,"877, Dixit Chowk, Haveri, Karnataka",,,False
788,1197,Naksh Sarin,65,M,A1,Student,"H.No. 996
Kaul Marg, Tumakuru, Karnataka",CP00126,,True
789,4304,Omkaar Zachariah,20,M,A1,Daily Wage Labourer,"74/120, More, Bengaluru Urban, Karnataka",,,False
790,4244,Ikbal Saraf,16,T,A1,Mechanic,"81/398, Bera, Shivamogga, Karnataka",CP00125,GNG0005,True
791,4244,Wazir Thakkar,23,M,A2,Auto Driver,"H.No. 820, Jha Road, Shivamogga, Karnataka",,,False
792,2178,Tristan Chad,52,M,A1,Delivery Agent,"90
Bajaj Chowk, Tumakuru, Karnataka",,,False
793,2178,Tejas Gole,39,M,A2,Unemployed,"H.No. 856
Chand Road, Tumakuru, Karnataka",,,False
794,4068,Chandran Ganguly,44,M,A1,Contractor,"241
Mohanty Street, Bengaluru Urban, Karnataka",,,False
795,4757,Frado Bhargava,64,M,A1,Mechanic,"004
Chaudhary Marg, Belagavi, Karnataka",,,False
796,4757,Simon Kanda,60,M,A2,Daily Wage Labourer,"654
Dara Marg, Chikkamagaluru, Karnataka",CP00148,,True
797,3211,Harrison Khatri,49,M,A1,Auto Driver,"88, Contractor Marg, Chitradurga, Karnataka",,,False
798,1847,Azaan Nadkarni,34,M,A1,Unemployed,"61/70
Kaur Marg, Chikballapur, Karnataka",,,False
799,2032,Krish Chaudhuri,60,M,A1,Unskilled Worker,"24/96, Chacko Chowk, Bengaluru Urban, Karnataka",,,False
800,3071,Ekavir Prakash,29,M,A1,Daily Wage Labourer,"868, Barman Chowk, Mysuru, Karnataka",,,False
801,2891,Vivaan Wadhwa,64,M,A1,Security Guard,"94, Acharya Street, Belagavi, Karnataka",CP00035,GNG0009,True
802,4695,Wridesh Mahajan,31,M,A1,Contractor,"65/398
Bath Road, Bengaluru Urban, Karnataka",,,False
803,3355,Ryan Yadav,59,M,A1,Student,"89/141, Das Marg, Shivamogga, Karnataka",CP00122,GNG0005,True
804,3355,Logan Sankaran,63,M,A2,Vendor,"85/54, Mahajan Chowk, Belagavi, Karnataka",,,False
805,574,Naveen Om,69,M,A1,Unskilled Worker,"95, Deol Nagar, Koppal, Karnataka",,,False
806,3463,Vyanjana Agrawal,24,F,A1,Contractor,"26/876, Bumb Circle, Chitradurga, Karnataka",,,False
807,4724,Alexander Saxena,39,M,A1,Mechanic,"H.No. 69, Ram Path, Dakshina Kannada, Karnataka",,,False
808,1561,Aayush Dash,67,M,A1,Student,"H.No. 37
Kant Nagar, Chikkamagaluru, Karnataka",,,False
809,978,Logan Parmar,62,M,A1,Shopkeeper,"H.No. 943, Tak Ganj, Tumakuru, Karnataka",,,False
810,1113,Orynder Lalla,39,M,A1,Farmer,"H.No. 479
Amble Ganj, Hassan, Karnataka",CP00012,,True
811,4537,Rudra Choudhry,20,M,A1,Unemployed,"87/28
Gill Ganj, Bagalkot, Karnataka",,,False
812,3719,Devansh Bhattacharyya,31,M,A1,Farmer,"H.No. 93, Mahal Circle, Shivamogga, Karnataka",,,False
813,1481,Advay Walia,60,M,A1,Shopkeeper,"87/060
Sankaran Path, Dharwad, Karnataka",,,False
814,1065,Mahika Dara,58,F,A1,Unskilled Worker,"58
Kapur Nagar, Dharwad, Karnataka",,,False
815,1065,Maya Salvi,35,F,A2,Security Guard,"H.No. 06
Natt Ganj, Dharwad, Karnataka",,,False
816,3702,Advik Kara,35,M,A1,Daily Wage Labourer,"H.No. 332
Mukhopadhyay Path, Mandya, Karnataka",,,False
817,3702,Chanakya Bala,39,M,A2,Daily Wage Labourer,"09
Krishna Path, Mandya, Karnataka",,,False
818,3532,Chatura Solanki,29,M,A1,Self-Employed,"H.No. 05, Khalsa Circle, Bengaluru Urban, Karnataka",,,False
819,3532,Libni Wable,27,F,A2,Farmer,"97/17, Dash, Mandya, Karnataka",CP00049,GNG0004,True
820,2195,Ranbir Brar,14,M,A1,Student,"H.No. 065, Datta Zila, Dakshina Kannada, Karnataka",CP00014,,True
821,2195,Azaan Rau ,14,M,A2,Student,"04, Sankaran, Chamarajanagar, Karnataka",CP00065,,True
822,1806,Dalaja Bhalla,54,F,A1,Unemployed,"H.No. 66, Roy Zila, Chamarajanagar, Karnataka",,,False
823,1806,Abdul Setty,67,M,A2,Self-Employed,"69
Chaudhuri, Chamarajanagar, Karnataka",,,False
824,1806,Agastya Setty,43,M,A3,Auto Driver,"31/10
Bir, Chamarajanagar, Karnataka",,,False
825,2322,Dev Upadhyay,48,M,A1,Farmer,"H.No. 67
Saxena, Kolar, Karnataka",,,False
826,2730,Jairaj Devan,59,M,A1,Auto Driver,"H.No. 249, Varghese Marg, Belagavi, Karnataka",,,False
827,2730,Nachiket Dhingra,39,M,A2,Auto Driver,"49, Manne Path, Belagavi, Karnataka",,,False
828,2730,Aayush Vasa,66,M,A3,Delivery Agent,"H.No. 388, Sami Nagar, Belagavi, Karnataka",,,False
829,940,Aayush Mistry,44,M,A1,Delivery Agent,"331
Gulati Path, Belagavi, Karnataka",CP00096,GNG0009,True
830,738,Vivaan Narula,26,M,A1,Daily Wage Labourer,"46/52
Sha Zila, Yadgir, Karnataka",,,False
831,738,Yug Kanda,64,M,A2,Student,"33/793, Srivastava Ganj, Yadgir, Karnataka",,,False
832,738,Parth Mody,45,M,A3,Auto Driver,"63/620
Anne Path, Yadgir, Karnataka",CP00118,,True
833,3660,Praneel Balan,19,M,A1,Daily Wage Labourer,"473, Parsa, Udupi, Karnataka",,,False
834,3660,Alexander Issac,39,M,A2,Daily Wage Labourer,"H.No. 23, Ghosh Road, Udupi, Karnataka",,,False
835,1940,Jason Gokhale,61,M,A1,Private Employee,"H.No. 241, Devan Nagar, Shivamogga, Karnataka",,,False
836,2110,Chakradev Batta,19,M,A1,Unemployed,"15/347
Pingle Ganj, Belagavi, Karnataka",CP00032,GNG0007,True
837,3831,Veer Dhar,14,M,A1,Farmer,"28/961
Dhawan Zila, Mandya, Karnataka",CP00028,,True
838,3831,Om Chaudry,32,M,A2,Shopkeeper,"386, Nadkarni Path, Dharwad, Karnataka",CP00010,,True
839,3831,Jason Batra,22,M,A3,Farmer,"42/53, Mammen Nagar, Mandya, Karnataka",,,False
840,643,Darpan Kota,43,M,A1,Vendor,"97/31, Bhattacharyya Chowk, Belagavi, Karnataka",CP00053,GNG0009,True
841,4556,Rishi Upadhyay,25,M,A1,Mechanic,"87
Nagy Street, Uttara Kannada, Karnataka",,,False
842,4556,Balendra Bhargava,70,M,A2,Security Guard,"77/74
Rattan, Uttara Kannada, Karnataka",CP00056,,True
843,4556,Hemang Kanda,41,M,A3,Shopkeeper,"36, Mohan Ganj, Uttara Kannada, Karnataka",,,False
844,4556,Ranbir Dugar,55,M,A4,Daily Wage Labourer,"H.No. 81
Chad Street, Uttara Kannada, Karnataka",,,False
845,4478,Tristan Venkataraman,18,M,A1,Shopkeeper,"907
Nayar Circle, Bidar, Karnataka",,,False
846,4478,David Mital,66,M,A2,Delivery Agent,"76
Pillai Marg, Mandya, Karnataka",CP00131,GNG0004,True
847,284,Nathan Mahajan,58,M,A1,Mechanic,"H.No. 273
Borra Road, Gadag, Karnataka",,,False
848,284,Benjamin Menon,44,M,A2,Student,"H.No. 31, Bora Zila, Gadag, Karnataka",,,False
849,3609,Libni Wable,27,F,A1,Auto Driver,"H.No. 835
Narayan Ganj, Mandya, Karnataka",CP00049,GNG0004,True
850,4505,Matthew Maharaj,51,M,A1,Farmer,"92/840, Manda Road, Chikkamagaluru, Karnataka",,,False
851,4505,Vivaan Bhagat,44,M,A2,Student,"69
Sodhi Nagar, Belagavi, Karnataka",CP00064,GNG0009,True
852,2489,Rushil Kari,61,M,A1,Self-Employed,"37/389, Sidhu Circle, Mysuru, Karnataka",,,False
853,2489,Nakul Rattan,44,M,A2,Shopkeeper,"H.No. 15
Sanghvi Ganj, Kalaburagi, Karnataka",CP00025,,True
854,4415,Henry Sarna,45,M,A1,Mechanic,"05/29
Mody Street, Kalaburagi, Karnataka",,,False
855,480,Yahvi Pant,29,F,A1,Shopkeeper,"666
Mistry Circle, Mandya, Karnataka",,,False
856,480,Om Chaudry,32,M,A2,Self-Employed,"09/02
Narayanan Street, Dharwad, Karnataka",CP00010,,True
857,2241,Rayaan Jayaraman,55,M,A1,Government Employee,"H.No. 863
Chopra Chowk, Kolar, Karnataka",,,False
858,740,Upkaar Modi,32,M,A1,Farmer,"182, Suresh Nagar, Tumakuru, Karnataka",,,False
859,740,Girik Issac,44,M,A2,Construction Worker,"43, Manne Ganj, Tumakuru, Karnataka",,,False
860,3909,Utkarsh Bhandari,45,M,A1,Private Employee,"02/56
Dugar Marg, Ramanagara, Karnataka",,,False
861,4121,Dhruv Yadav,47,M,A1,Construction Worker,"16
De Ganj, Koppal, Karnataka",,,False
862,1439,Mohammed Sankaran,28,M,A1,Government Employee,"994
Jain, Gadag, Karnataka",,,False
863,1439,Simon Kanda,60,M,A2,Delivery Agent,"H.No. 30
Sehgal Street, Chikkamagaluru, Karnataka",CP00148,,True
864,1439,Vivaan Wadhwa,64,M,A3,Shopkeeper,"93, Narasimhan Circle, Belagavi, Karnataka",CP00035,GNG0009,True
865,1439,Reyansh Gupta,14,M,A4,Student,"79
Chand Nagar, Gadag, Karnataka",CP00127,,True
866,695,Vedant Palan,31,M,A1,Self-Employed,"92
Krish Marg, Gadag, Karnataka",,,False
867,991,Tarak Shankar,33,M,A1,Student,"29/160
Dugar Ganj, Belagavi, Karnataka",,,False
868,4864,Madhav Bhavsar,27,M,A1,Unemployed,"68, Pillay Zila, Belagavi, Karnataka",,,False
869,3061,Charles Thaman,50,M,A1,Daily Wage Labourer,"72
Johal Road, Kolar, Karnataka",,,False
870,614,Vihaan Bala,24,M,A1,Unskilled Worker,"76/563, Barad Marg, Ballari, Karnataka",,,False
871,1722,Jeremiah Contractor,44,M,A1,Construction Worker,"H.No. 77, Bir Chowk, Koppal, Karnataka",,,False
872,3987,Shivansh Raghavan,22,M,A1,Unskilled Worker,"37/27, Edwin Road, Kalaburagi, Karnataka",CP00134,GNG0006,True
873,3987,Aditya Chaudhry,65,M,A2,Unemployed,"H.No. 18, Ganguly Marg, Haveri, Karnataka",,,False
874,615,Kiaan Dutta,43,M,A1,Contractor,"04/275, Kalita Street, Kolar, Karnataka",CP00115,,True
875,3188,Arin Kari,49,M,A1,Daily Wage Labourer,"83/708, Ramakrishnan Zila, Chikkamagaluru, Karnataka",CP00016,,True
876,3188,Tristan Ben,66,M,A2,Mechanic,"H.No. 633, Khare Path, Raichur, Karnataka",,,False
877,1446,Chakradev Babu,61,M,A1,Auto Driver,"H.No. 053
Kannan Zila, Ballari, Karnataka",,,False
878,2598,Fiyaz Ganesh,61,M,A1,Contractor,"81, Naidu Path, Tumakuru, Karnataka",,,False
879,4645,Hemang Rana,41,M,A1,Contractor,"H.No. 331
Naik Path, Ballari, Karnataka",,,False
880,1343,Abhimanyu Ratti,39,M,A1,Student,"H.No. 637
Bhatti Ganj, Chikkamagaluru, Karnataka",,,False
881,882,Qarin Bassi,62,M,A1,Construction Worker,"649, Chaudry Chowk, Kodagu, Karnataka",,,False
882,882,Jeremiah Chandran,66,M,A2,Student,"62/525
Bir Chowk, Kodagu, Karnataka",,,False
883,4906,Aditya Sen,49,M,A1,Farmer,"38/90
Bail Ganj, Hassan, Karnataka",,,False
884,4906,Mohammed Khalsa,52,M,A2,Delivery Agent,"910
Prasad Street, Hassan, Karnataka",,,False
885,4906,Ekalinga Lalla,67,M,A3,Contractor,"H.No. 32
Jayaraman Marg, Hassan, Karnataka",CP00097,,True
886,609,Jagat Sawhney,43,M,A1,Shopkeeper,"450
Sachdeva Circle, Bidar, Karnataka",,,False
887,609,Advik Karnik,22,M,A2,Farmer,"H.No. 33
Bhagat Circle, Bidar, Karnataka",,,False
888,609,Bhavya Narayanan,67,F,A3,Farmer,"39/685, Sathe Street, Bagalkot, Karnataka",CP00130,GNG0008,True
889,3946,Bachittar Swamy,58,M,A1,Unemployed,"023, Chand Street, Kodagu, Karnataka",,,False
890,1824,Harsh Keer,30,M,A1,Auto Driver,"74, Hora Street, Yadgir, Karnataka",,,False
891,1824,Jaagdish Lanka,22,M,A2,Government Employee,"29, Mitter Ganj, Yadgir, Karnataka",CP00088,,True
892,1824,Udarsh Jaggi,39,M,A3,Government Employee,"15
Purohit Marg, Yadgir, Karnataka",,,False
